Cosine_th,Density (gr/cm3),Energy (GeV),Flx_JPsi (1/GeV/sr/s/cm2),Height (km),Slant depth (gr/cm2)
0.0,3.8593029661424316e-06,3.2423459370776344,6.611462637640673e-36,41.59829278074253,26.72787760695844
0.0,3.0500955069883907e-06,3.2423459370776344,4.3168437861540725e-36,43.516855817991626,20.80479412290105
0.0,2.404426394985273e-06,3.2423459370776344,2.8114309869552566e-36,45.48559188856737,16.194307114890837
0.0,1.8857750086661927e-06,3.2423459370776344,1.8317964287277748e-36,47.517813708648966,12.6055360789523
0.0,1.4883136714439845e-06,3.2423459370776344,1.2007613047432276e-36,49.550520913860346,9.812061652928527
0.0,1.1931718517440658e-06,3.2423459370776344,7.952469641187126e-37,51.5072772272171,7.637640579334452
0.0,9.476775249870508e-07,3.2423459370776344,5.310363442799344e-37,53.56176133779783,5.945086331748224
0.0,7.628277342963544e-07,3.2423459370776344,3.581423027458805e-37,55.50345733142639,4.627613871693797
0.0,6.106369471685378e-07,3.2423459370776344,2.438471973634165e-37,57.501289778071964,3.6021024675676303
0.0,4.944379291475775e-07,3.2423459370776344,1.682893961256172e-37,59.42810984012514,2.803851519726655
0.0,3.995971597267043e-07,3.2423459370776344,1.1749457977839915e-37,61.34309380525227,2.1824985311931218
0.0,3.239487966064385e-07,3.2423459370776344,8.290668710435243e-38,63.18797280512701,1.6988416844286056
0.0,2.633732555887613e-07,3.2423459370776344,5.910388022026208e-38,64.9608664631197,1.3223665571836496
0.0,2.1297537810569945e-07,3.2423459370776344,4.2542703873741797e-38,66.73007649914427,1.029320935308864
0.0,1.7289611001532186e-07,3.2423459370776344,3.093167945622683e-38,68.41813235571584,0.8012162604305576
0.0,1.3990847599379428e-07,3.2423459370776344,2.2689559274806904e-38,70.07980635642568,0.6236611672390601
0.0,1.1357767461885993e-07,3.2423459370776344,1.678547951726904e-38,71.6675789531182,0.4854535170229459
0.0,9.197694600285378e-08,3.2423459370776344,1.250440758903893e-38,73.23872136938817,0.3778736428840585
0.0,7.536551596899941e-08,3.2423459370776344,9.372379808652978e-39,74.7482914338894,0.2941342167260884
0.0,6.219935036421133e-08,3.2423459370776344,7.060250689081847e-39,76.1863663257222,0.2289520295428875
0.0,5.1573728946162135e-08,3.2423459370776344,5.3411349005000085e-39,77.52485671971488,0.17821466817178336
0.0,4.275212217159316e-08,3.2423459370776344,4.0609719820394385e-39,78.77511260362517,0.13872105879554758
0.0,0.0011904113309848744,5.405030200049992,1.8976602818955842e-60,1.0,23152.231758048227
0.0,0.0010529249087193452,5.405030200049992,2.5395663626079842e-58,2.09708065261194,18021.53625121671
0.0,0.0009293985108275,5.405030200049992,2.0349380424239727e-52,3.1682091496829017,14027.838536171334
0.0,0.0008125146511194796,5.405030200049992,1.0736680547923211e-47,4.2773032909805915,10919.171998092426
0.0,0.0006931202191597446,5.405030200049992,1.2773178720473952e-44,5.576327964877436,8499.40757562121
0.0,0.0005865831690492486,5.405030200049992,1.9012244786828957e-42,6.868806958894496,6615.879770842297
0.0,0.0004925047086301519,5.405030200049992,7.311270714840265e-41,8.138876495625299,5149.754821475443
0.0,0.000409059259054996,5.405030200049992,2.4699390327706492e-39,9.398719267561004,4008.533353068054
0.0,0.00033333157248781467,5.405030200049992,9.453464987482176e-38,10.697341155239489,3120.214495581626
0.0,0.00026569613787706556,5.405030200049992,2.1265919399424964e-36,12.120052402264509,2428.753272312462
0.0,0.00021187605736966737,5.405030200049992,2.505210439796241e-35,13.541736614305467,1890.5246630068334
0.0,0.00016875620480987942,5.405030200049992,1.7267200888650124e-34,15.006902834101613,1471.5712551708298
0.0,0.00013534422379666048,5.405030200049992,7.61177743996393e-34,16.49205434982612,1145.4608349836794
0.0,0.00010940302008249129,5.405030200049992,2.3214952487238873e-33,17.974343904153603,891.6187509582695
0.0,8.861198035598045e-05,5.405030200049992,5.248826534014611e-33,19.453707049802112,694.0298374075028
0.0,7.129238510957942e-05,5.405030200049992,9.312487539941036e-33,20.959924209575547,540.228000694468
0.0,5.661691571907256e-05,5.405030200049992,1.352558304900031e-32,22.525868986692828,420.50972019374876
0.0,4.482629491690718e-05,5.405030200049992,1.659015253291901e-32,24.09148322737073,327.32184290727326
0.0,3.5445419711050186e-05,5.405030200049992,1.7689034040723483e-32,25.656764571910486,254.7850470492083
0.0,2.794261580925903e-05,5.405030200049992,1.6825947698162296e-32,27.245049161163212,198.3229094132195
0.0,2.181794314388039e-05,5.405030200049992,1.4586855972981134e-32,28.913666871068983,154.37317398978942
0.0,1.7090586415962187e-05,5.405030200049992,1.1790006730864297e-32,30.58183307678069,120.16300546513308
0.0,1.3379623343961004e-05,5.405030200049992,9.037699537334186e-33,32.28590415736177,93.53404810714474
0.0,1.0423572185813373e-05,5.405030200049992,6.658567599380537e-33,34.06497542402657,72.80625281837018
0.0,8.102318983316223e-06,5.405030200049992,4.771820702657386e-33,35.90277995797523,56.671881060684356
0.0,6.3569006694270036e-06,5.405030200049992,3.361675838519094e-33,37.713804433691905,44.11299824712291
0.0,4.983201518615296e-06,5.405030200049992,2.343338756579989e-33,39.5682628140282,34.337251171651374
0.0,3.8593029661424316e-06,5.405030200049992,1.6257522356191154e-33,41.59829278074253,26.72787760695844
0.0,3.0500955069883907e-06,5.405030200049992,1.1318011575560866e-33,43.516855817991626,20.80479412290105
0.0,2.404426394985273e-06,5.405030200049992,7.908448411354642e-34,45.48559188856737,16.194307114890837
0.0,1.8857750086661927e-06,5.405030200049992,5.558022316944382e-34,47.517813708648966,12.6055360789523
